title	gene_name	label	biosample_summary	accession	md5sum	file_format	assembly	paired_end	paired_with	output_type	biological_replicates	fn_hr	fn_acc
TAF15 (Homo sapiens)	TAF15	TAF15	HepG2	ENCFF499RET	c274d9743df2515982b5ea8601d39bd4	bigWig	hg19	NA	NA	minus strand signal of unique reads	1	TAF15_HepG2_rep1_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF499RET.bigWig
TAF15 (Homo sapiens)	TAF15	TAF15	HepG2	ENCFF863MSD	c8c1b0d3e004d64d69bdb019a1687868	bigWig	hg19	NA	NA	plus strand signal of unique reads	2	TAF15_HepG2_rep2_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF863MSD.bigWig
TAF15 (Homo sapiens)	TAF15	TAF15	HepG2	ENCFF035UXQ	d8ad1336a50ba5618c363b98e452e4a1	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	TAF15_HepG2_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF035UXQ.bigWig
TAF15 (Homo sapiens)	TAF15	TAF15	HepG2	ENCFF846YVU	194be970045b9ba3101b33344523e25e	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	1	TAF15_HepG2_rep1_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF846YVU.bigWig
TAF15 (Homo sapiens)	TAF15	TAF15	HepG2	ENCFF060WSO	8601c1bb4142c0c919d4ef5cb8c8b091	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	2	TAF15_HepG2_rep2_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF060WSO.bigWig
TAF15 (Homo sapiens)	TAF15	TAF15	HepG2	ENCFF552FVV	6fe1995423a147593d54e73db4e29e2f	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	1	TAF15_HepG2_rep1_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF552FVV.bigWig
TAF15 (Homo sapiens)	TAF15	TAF15	HepG2	ENCFF034THM	5202b3d8744026c126f785b04c7654c4	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	2	TAF15_HepG2_rep2_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF034THM.bigWig
ILF3 (Homo sapiens)	ILF3	ILF3	K562	ENCFF271DXJ	b119559981686785054b6fc04e617cc6	bigWig	hg19	NA	NA	minus strand signal of unique reads	1	ILF3_K562_rep1_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF271DXJ.bigWig
ILF3 (Homo sapiens)	ILF3	ILF3	K562	ENCFF587ENP	41ca273ad24d2a42797ca9e4b105f495	bigWig	hg19	NA	NA	minus strand signal of unique reads	2	ILF3_K562_rep2_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF587ENP.bigWig
ILF3 (Homo sapiens)	ILF3	ILF3	K562	ENCFF676EJB	87cc6ab4c4d8d269b5cbba298ad39568	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	ILF3_K562_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF676EJB.bigWig
ILF3 (Homo sapiens)	ILF3	ILF3	K562	ENCFF244WAP	e4126023797807052901b636b81dd10c	bigWig	hg19	NA	NA	plus strand signal of unique reads	2	ILF3_K562_rep2_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF244WAP.bigWig
ILF3 (Homo sapiens)	ILF3	ILF3	K562	ENCFF814ZTD	2ffa4f0094b2b42f0ef92e11fbd460d0	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	1	ILF3_K562_rep1_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF814ZTD.bigWig
ILF3 (Homo sapiens)	ILF3	ILF3	K562	ENCFF062BOK	d2cbbb8df5e6509ab58c928f9f3ade2d	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	2	ILF3_K562_rep2_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF062BOK.bigWig
ILF3 (Homo sapiens)	ILF3	ILF3	K562	ENCFF831OQK	669a5ee180b157ab1783c0e7b011f6d7	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	1	ILF3_K562_rep1_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF831OQK.bigWig
ILF3 (Homo sapiens)	ILF3	ILF3	K562	ENCFF635JLZ	cf6cd47b4d59e98d55b69af48cd7bc3a	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	2	ILF3_K562_rep2_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF635JLZ.bigWig
IGF2BP1 (Homo sapiens)	IGF2BP1	IGF2BP1	K562	ENCFF238DNC	d2df8a93d53dd8330aa273c7142ea73a	bigWig	hg19	NA	NA	minus strand signal of unique reads	1	IGF2BP1_K562_rep1_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF238DNC.bigWig
IGF2BP1 (Homo sapiens)	IGF2BP1	IGF2BP1	K562	ENCFF792IKF	05264f5bdc719228c7688fcc759fff98	bigWig	hg19	NA	NA	minus strand signal of unique reads	2	IGF2BP1_K562_rep2_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF792IKF.bigWig
IGF2BP1 (Homo sapiens)	IGF2BP1	IGF2BP1	K562	ENCFF326QAR	270658ac42249b44d338147b022d8669	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	IGF2BP1_K562_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF326QAR.bigWig
IGF2BP1 (Homo sapiens)	IGF2BP1	IGF2BP1	K562	ENCFF726PXZ	e385b981709cbc5bc2f49130bdbd7131	bigWig	hg19	NA	NA	plus strand signal of unique reads	2	IGF2BP1_K562_rep2_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF726PXZ.bigWig
IGF2BP1 (Homo sapiens)	IGF2BP1	IGF2BP1	K562	ENCFF142XLV	e93e0c71e423981812ec8bad67962f1b	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	2	IGF2BP1_K562_rep2_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF142XLV.bigWig
IGF2BP1 (Homo sapiens)	IGF2BP1	IGF2BP1	K562	ENCFF540OLV	7793f34b332f6f15e17ec2c0deeaee0b	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	1	IGF2BP1_K562_rep1_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF540OLV.bigWig
IGF2BP1 (Homo sapiens)	IGF2BP1	IGF2BP1	K562	ENCFF810AIK	3e9cbf86ca65b46af4990e801eb21b12	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	1	IGF2BP1_K562_rep1_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF810AIK.bigWig
IGF2BP1 (Homo sapiens)	IGF2BP1	IGF2BP1	K562	ENCFF733OIX	566ffe7d214c14803fea9a0b647ea4d2	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	2	IGF2BP1_K562_rep2_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF733OIX.bigWig
YBX3 (Homo sapiens)	YBX3	YBX3	K562	ENCFF678RVK	91d68aad6174270859b4860fd0ed7bd6	bigWig	hg19	NA	NA	minus strand signal of unique reads	2	YBX3_K562_rep2_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF678RVK.bigWig
YBX3 (Homo sapiens)	YBX3	YBX3	K562	ENCFF715TOV	99eb8ace5db8c2658bf649b7c7ba2212	bigWig	hg19	NA	NA	minus strand signal of unique reads	1	YBX3_K562_rep1_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF715TOV.bigWig
YBX3 (Homo sapiens)	YBX3	YBX3	K562	ENCFF087QMG	90757b95f66ef1d7506a5a2694c5d541	bigWig	hg19	NA	NA	plus strand signal of unique reads	2	YBX3_K562_rep2_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF087QMG.bigWig
YBX3 (Homo sapiens)	YBX3	YBX3	K562	ENCFF611POQ	dbda50630965e8cf665f9641099dc1d8	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	YBX3_K562_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF611POQ.bigWig
YBX3 (Homo sapiens)	YBX3	YBX3	K562	ENCFF047ZXN	282aed8b3f71795584980a1655f23e1f	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	1	YBX3_K562_rep1_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF047ZXN.bigWig
YBX3 (Homo sapiens)	YBX3	YBX3	K562	ENCFF749RQN	8b6c86ec41a89ff7008f5d2fc6cbeb53	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	2	YBX3_K562_rep2_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF749RQN.bigWig
YBX3 (Homo sapiens)	YBX3	YBX3	K562	ENCFF829JJE	96a7fee90b65d9d0f4dc2b2ecd34bc98	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	1	YBX3_K562_rep1_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF829JJE.bigWig
YBX3 (Homo sapiens)	YBX3	YBX3	K562	ENCFF048UHG	e6e3a2c0c3131bb73e30778cc31f7af9	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	2	YBX3_K562_rep2_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF048UHG.bigWig
FXR2 eCLIP mock input (Homo sapiens)	NA	FXR2 eCLIP mock input	K562	ENCFF331TPL	e149c023c961ea35fbc0cffc3f4a7f4e	bigWig	hg19	NA	NA	minus strand signal of unique reads	1	FXR2-eCLIP-mock-input_K562_rep1_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF331TPL.bigWig
FXR2 eCLIP mock input (Homo sapiens)	NA	FXR2 eCLIP mock input	K562	ENCFF702MEX	d7b0164c2efdb123d9fe6fcd42b6d3ac	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	FXR2-eCLIP-mock-input_K562_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF702MEX.bigWig
FXR2 eCLIP mock input (Homo sapiens)	NA	FXR2 eCLIP mock input	K562	ENCFF410ICZ	d07adc809fc0a6ee90823455a76a5df5	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	1	FXR2-eCLIP-mock-input_K562_rep1_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF410ICZ.bigWig
FXR2 eCLIP mock input (Homo sapiens)	NA	FXR2 eCLIP mock input	K562	ENCFF717CBD	fe746246884f60cbc4502f38beb365a6	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	1	FXR2-eCLIP-mock-input_K562_rep1_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF717CBD.bigWig
TRA2A eCLIP mock input (Homo sapiens)	NA	TRA2A eCLIP mock input	K562	ENCFF673NIM	76818678730141062e8358c1a8349d55	bigWig	hg19	NA	NA	minus strand signal of unique reads	1	TRA2A-eCLIP-mock-input_K562_rep1_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF673NIM.bigWig
TRA2A eCLIP mock input (Homo sapiens)	NA	TRA2A eCLIP mock input	K562	ENCFF373CDK	fd642ee69e5f27155df7cdb8afd88ba4	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	TRA2A-eCLIP-mock-input_K562_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF373CDK.bigWig
TRA2A eCLIP mock input (Homo sapiens)	NA	TRA2A eCLIP mock input	K562	ENCFF665TWY	a814bae67f3410dfbde3b0f914d12b0c	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	1	TRA2A-eCLIP-mock-input_K562_rep1_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF665TWY.bigWig
TRA2A eCLIP mock input (Homo sapiens)	NA	TRA2A eCLIP mock input	K562	ENCFF489NNT	96ee87b28a03f449b34e6008402a5855	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	1	TRA2A-eCLIP-mock-input_K562_rep1_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF489NNT.bigWig
NCBP2 (Homo sapiens)	NCBP2	NCBP2	K562	ENCFF173HHG	6d5b56747cd2b2a5ba1a4b01a7437aa1	bigWig	hg19	NA	NA	minus strand signal of unique reads	1	NCBP2_K562_rep1_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF173HHG.bigWig
NCBP2 (Homo sapiens)	NCBP2	NCBP2	K562	ENCFF824QNE	d185495a32c53d3c76bcac899e50cfa0	bigWig	hg19	NA	NA	minus strand signal of unique reads	2	NCBP2_K562_rep2_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF824QNE.bigWig
NCBP2 (Homo sapiens)	NCBP2	NCBP2	K562	ENCFF515CKZ	2c9740834b9b492f431cac68325df89f	bigWig	hg19	NA	NA	plus strand signal of unique reads	2	NCBP2_K562_rep2_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF515CKZ.bigWig
NCBP2 (Homo sapiens)	NCBP2	NCBP2	K562	ENCFF614IHL	f0daa5a6c53f3cd47c902d71f69eb0e3	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	NCBP2_K562_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF614IHL.bigWig
NCBP2 (Homo sapiens)	NCBP2	NCBP2	K562	ENCFF111TGW	688a71cd7bffd9a30571a46e059a039e	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	1	NCBP2_K562_rep1_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF111TGW.bigWig
NCBP2 (Homo sapiens)	NCBP2	NCBP2	K562	ENCFF746QXA	1c8c7efc3ead8529aaacfebfe6defa37	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	2	NCBP2_K562_rep2_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF746QXA.bigWig
NCBP2 (Homo sapiens)	NCBP2	NCBP2	K562	ENCFF341TZE	7f3c87d4ab917ae9dbfc52b123c36006	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	1	NCBP2_K562_rep1_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF341TZE.bigWig
NCBP2 (Homo sapiens)	NCBP2	NCBP2	K562	ENCFF446AIP	8b6d16437803674a1d7e6f2c69560dcb	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	2	NCBP2_K562_rep2_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF446AIP.bigWig
GNL3 (Homo sapiens)	GNL3	GNL3	K562	ENCFF656FVZ	dfa8922ce9447f2f400de7401fc21220	bigWig	hg19	NA	NA	minus strand signal of unique reads	2	GNL3_K562_rep2_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF656FVZ.bigWig
GNL3 (Homo sapiens)	GNL3	GNL3	K562	ENCFF103IUP	1e188e54e65f5fc492658af36aba5406	bigWig	hg19	NA	NA	minus strand signal of unique reads	1	GNL3_K562_rep1_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF103IUP.bigWig
GNL3 (Homo sapiens)	GNL3	GNL3	K562	ENCFF902LYR	2283c6ae9d1959c98b43931542484034	bigWig	hg19	NA	NA	plus strand signal of unique reads	2	GNL3_K562_rep2_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF902LYR.bigWig
GNL3 (Homo sapiens)	GNL3	GNL3	K562	ENCFF296QFP	fcab01844b13a3f98eb18b05525b5f84	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	GNL3_K562_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF296QFP.bigWig
GNL3 (Homo sapiens)	GNL3	GNL3	K562	ENCFF917IBY	5f3c5773b572071da9599b164e04dcd0	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	1	GNL3_K562_rep1_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF917IBY.bigWig
GNL3 (Homo sapiens)	GNL3	GNL3	K562	ENCFF196IVQ	855df7f384f847a8b0fef504f045bc65	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	2	GNL3_K562_rep2_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF196IVQ.bigWig
GNL3 (Homo sapiens)	GNL3	GNL3	K562	ENCFF711GSR	7434f82142c3f4956ea27860a746625f	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	1	GNL3_K562_rep1_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF711GSR.bigWig
GNL3 (Homo sapiens)	GNL3	GNL3	K562	ENCFF701JYH	825f9b24ab1c92781b38ac0f6aefb2f9	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	2	GNL3_K562_rep2_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF701JYH.bigWig
NOLC1 (Homo sapiens)	NOLC1	NOLC1	HepG2	ENCFF688RLF	b5b006ba1196a3608a7a26b9bf7f71ef	bigWig	hg19	NA	NA	minus strand signal of unique reads	1	NOLC1_HepG2_rep1_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF688RLF.bigWig
NOLC1 (Homo sapiens)	NOLC1	NOLC1	HepG2	ENCFF253RLM	d1d2d27123485f24fb52a7e6a87e8182	bigWig	hg19	NA	NA	minus strand signal of unique reads	2	NOLC1_HepG2_rep2_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF253RLM.bigWig
NOLC1 (Homo sapiens)	NOLC1	NOLC1	HepG2	ENCFF414HCO	625ddb8020f805a9541e05593417a563	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	NOLC1_HepG2_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF414HCO.bigWig
NOLC1 (Homo sapiens)	NOLC1	NOLC1	HepG2	ENCFF688VND	8372276d9b8800a3c1b37779e9a22310	bigWig	hg19	NA	NA	plus strand signal of unique reads	2	NOLC1_HepG2_rep2_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF688VND.bigWig
NOLC1 (Homo sapiens)	NOLC1	NOLC1	HepG2	ENCFF583EBP	76df81e73ca5a67db39eebfffdc925b0	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	1	NOLC1_HepG2_rep1_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF583EBP.bigWig
NOLC1 (Homo sapiens)	NOLC1	NOLC1	HepG2	ENCFF805JFN	8fce1c14d3e234d01834eaff66404273	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	2	NOLC1_HepG2_rep2_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF805JFN.bigWig
NOLC1 (Homo sapiens)	NOLC1	NOLC1	HepG2	ENCFF771XSZ	4b32b95a3f3f1d9e20d105b95148410b	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	1	NOLC1_HepG2_rep1_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF771XSZ.bigWig
NOLC1 (Homo sapiens)	NOLC1	NOLC1	HepG2	ENCFF087PHE	77cdac37ba3cdfb8849be968414d32eb	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	2	NOLC1_HepG2_rep2_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF087PHE.bigWig
HNRNPC eCLIP mock input (Homo sapiens)	NA	HNRNPC eCLIP mock input	HepG2	ENCFF005TOO	028ab2e67b68799ed9ba274bcb857b8b	bigWig	hg19	NA	NA	minus strand signal of unique reads	1	HNRNPC-eCLIP-mock-input_HepG2_rep1_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF005TOO.bigWig
HNRNPC eCLIP mock input (Homo sapiens)	NA	HNRNPC eCLIP mock input	HepG2	ENCFF638TZT	94bb43f91e47f66c89876baabe867006	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	HNRNPC-eCLIP-mock-input_HepG2_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF638TZT.bigWig
HNRNPC eCLIP mock input (Homo sapiens)	NA	HNRNPC eCLIP mock input	HepG2	ENCFF109ZAY	6a24ca7e0d436bda4faaa3d366d1efe0	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	1	HNRNPC-eCLIP-mock-input_HepG2_rep1_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF109ZAY.bigWig
HNRNPC eCLIP mock input (Homo sapiens)	NA	HNRNPC eCLIP mock input	HepG2	ENCFF533EON	d8a51c9b84e5cde90ad409e35cd104ca	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	1	HNRNPC-eCLIP-mock-input_HepG2_rep1_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF533EON.bigWig
LIN28B (Homo sapiens)	LIN28B	LIN28B	K562	ENCFF659JYK	518c36f19ab079f33f8396dec9983eb5	bigWig	hg19	NA	NA	minus strand signal of unique reads	2	LIN28B_K562_rep2_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF659JYK.bigWig
LIN28B (Homo sapiens)	LIN28B	LIN28B	K562	ENCFF954UYJ	b92505537e23a00a7bcef443b6cf5ab8	bigWig	hg19	NA	NA	minus strand signal of unique reads	1	LIN28B_K562_rep1_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF954UYJ.bigWig
LIN28B (Homo sapiens)	LIN28B	LIN28B	K562	ENCFF946QER	a305f3e6ac2735baf8d482305218c313	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	LIN28B_K562_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF946QER.bigWig
LIN28B (Homo sapiens)	LIN28B	LIN28B	K562	ENCFF016VJL	fd5039259aa1f9be5e74288b1ceae4c7	bigWig	hg19	NA	NA	plus strand signal of unique reads	2	LIN28B_K562_rep2_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF016VJL.bigWig
LIN28B (Homo sapiens)	LIN28B	LIN28B	K562	ENCFF394QPB	0dfabbe19abebb895e839cb84559b0ad	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	1	LIN28B_K562_rep1_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF394QPB.bigWig
LIN28B (Homo sapiens)	LIN28B	LIN28B	K562	ENCFF493GWT	46f0d2b301295f0a8713ec670efd6c07	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	2	LIN28B_K562_rep2_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF493GWT.bigWig
LIN28B (Homo sapiens)	LIN28B	LIN28B	K562	ENCFF430TNL	39861720d658d98211b819b50a838914	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	1	LIN28B_K562_rep1_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF430TNL.bigWig
LIN28B (Homo sapiens)	LIN28B	LIN28B	K562	ENCFF857JIT	acae1bc84c4353a39da51b18b8d82b57	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	2	LIN28B_K562_rep2_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF857JIT.bigWig
BCCIP (Homo sapiens)	BCCIP	BCCIP	HepG2	ENCFF848EIH	e8d7b628bf4ba3283ac621a85e223b49	bigWig	hg19	NA	NA	minus strand signal of unique reads	1	BCCIP_HepG2_rep1_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF848EIH.bigWig
BCCIP (Homo sapiens)	BCCIP	BCCIP	HepG2	ENCFF445THX	611b655544968c8c97eb82e22c759c85	bigWig	hg19	NA	NA	minus strand signal of unique reads	2	BCCIP_HepG2_rep2_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF445THX.bigWig
BCCIP (Homo sapiens)	BCCIP	BCCIP	HepG2	ENCFF624RYV	d7cf6266b58cf4ac56feb3c0ae13b11b	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	BCCIP_HepG2_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF624RYV.bigWig
BCCIP (Homo sapiens)	BCCIP	BCCIP	HepG2	ENCFF036HJS	c245b3c77ed08a7b6dca4b06ad9b41ca	bigWig	hg19	NA	NA	plus strand signal of unique reads	2	BCCIP_HepG2_rep2_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF036HJS.bigWig
BCCIP (Homo sapiens)	BCCIP	BCCIP	HepG2	ENCFF634VRY	51d264907b0c263086aead6b1119884f	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	2	BCCIP_HepG2_rep2_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF634VRY.bigWig
BCCIP (Homo sapiens)	BCCIP	BCCIP	HepG2	ENCFF421TBP	bac8d20761ca97b3096dc84edfaa474d	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	1	BCCIP_HepG2_rep1_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF421TBP.bigWig
BCCIP (Homo sapiens)	BCCIP	BCCIP	HepG2	ENCFF975TTN	dd4112e69fff15baa2733863249267ae	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	1	BCCIP_HepG2_rep1_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF975TTN.bigWig
BCCIP (Homo sapiens)	BCCIP	BCCIP	HepG2	ENCFF184OOX	bf387487688bd3e45e0a48616727de21	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	2	BCCIP_HepG2_rep2_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF184OOX.bigWig
FAM120A (Homo sapiens)	FAM120A	FAM120A	HepG2	ENCFF354DCE	c1c0d814168aa1a0f0f3c99b4c7fe5d6	bigWig	hg19	NA	NA	minus strand signal of unique reads	1	FAM120A_HepG2_rep1_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF354DCE.bigWig
FAM120A (Homo sapiens)	FAM120A	FAM120A	HepG2	ENCFF354PCR	61063611c1f18d8f9d4122ecc03a0da6	bigWig	hg19	NA	NA	minus strand signal of unique reads	2	FAM120A_HepG2_rep2_hg19_minus-strand-signal-of-unique-reads.bigWig	ENCFF354PCR.bigWig
FAM120A (Homo sapiens)	FAM120A	FAM120A	HepG2	ENCFF537VIU	534b49f998bcba682e2281df116d0c9c	bigWig	hg19	NA	NA	plus strand signal of unique reads	1	FAM120A_HepG2_rep1_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF537VIU.bigWig
FAM120A (Homo sapiens)	FAM120A	FAM120A	HepG2	ENCFF445AUC	fa67cf1c51ee99a32a1fadc4f11dc590	bigWig	hg19	NA	NA	plus strand signal of unique reads	2	FAM120A_HepG2_rep2_hg19_plus-strand-signal-of-unique-reads.bigWig	ENCFF445AUC.bigWig
FAM120A (Homo sapiens)	FAM120A	FAM120A	HepG2	ENCFF947QMJ	0bb567482f696ba308a3af532ba458e3	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	1	FAM120A_HepG2_rep1_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF947QMJ.bigWig
FAM120A (Homo sapiens)	FAM120A	FAM120A	HepG2	ENCFF037FOV	1976826a16ca8e155df2a1caa44e3bae	bigWig	GRCh38	NA	NA	minus strand signal of unique reads	2	FAM120A_HepG2_rep2_GRCh38_minus-strand-signal-of-unique-reads.bigWig	ENCFF037FOV.bigWig
FAM120A (Homo sapiens)	FAM120A	FAM120A	HepG2	ENCFF624JEI	11b22cb27e587f0e4b20dd4dc6083c8e	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	1	FAM120A_HepG2_rep1_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF624JEI.bigWig
FAM120A (Homo sapiens)	FAM120A	FAM120A	HepG2	ENCFF781UYD	1b9473fb7411aae207b2eaa26013c3f5	bigWig	GRCh38	NA	NA	plus strand signal of unique reads	2	FAM120A_HepG2_rep2_GRCh38_plus-strand-signal-of-unique-reads.bigWig	ENCFF781UYD.bigWig
